source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,เลขพรรค,ชื่อพรรค,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,39.0,กรีน,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,40.0,ไทยธรรม,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,41.0,แผ่นดินธรรม,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,42.0,กล้าธรรม,20.0,20,ยี่สิบ,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,43.0,พลังประชารัฐ,3.0,3,สาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,44.0,โอกาสใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,45.0,เป็นธรรม,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,46.0,ประชาชน,91.0,91,เก้าสิบเอ็ด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,47.0,ประชาไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,48.0,ไทยสร้างไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,49.0,ไทยก้าวใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,50.0,ประชาอาสาชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,51.0,พร้อม,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,53.0,ไทยพิทักษ์ธรรม,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,54.0,ความหวังใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,55.0,ไทยรวมไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,56.0,เพื่อบ้านเมือง,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 21/ส.ส.5 ทับ 18 บช. หน่วย 21.pdf,21,17.0,ตำบลแม่นาวาง,อำเภอแม่อาย,295.0,18.0,8.0,57.0,พลังไทยรักชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,1.0,ไทยภักดีทวี,3.0,3,สาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,2.0,เพื่อชาติไทย,4.0,4,สี่,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,3.0,ใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,4.0,มิติใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,5.0,รวมใจไทย,9.0,9,เก้า,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,6.0,รวมไทยสร้างชาติ,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,7.0,พลวัต,7.0,7,เจ็ด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,8.0,ประชาธิปไตยใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,9.0,เพื่อไทย,83.0,83,แปดสิบสาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,10.0,ทางเลือกใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,11.0,เศรษฐกิจ,21.0,21,ยี่สิบเอ็ด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,12.0,เสรีรวมไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,13.0,รวมพลังประชาชน,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,14.0,ท้องที่ไทย,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,15.0,อนาคตไทย,4.0,4,สี่,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,16.0,พลังเพื่อไทย,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,17.0,ไทยชนะ,3.0,3,สาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,18.0,พลังสังคมใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,19.0,สังคมประชาธิปไตยไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,20.0,ฟิวชั่น,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,21.0,ไทรวมพลัง,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,22.0,ก้าวอิสระ,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,23.0,ปวงชนไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,24.0,วิชชั่นใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,25.0,เพื่อชีวิตใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,26.0,คลองไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,27.0,ประชาธิปัตย์,4.0,4,สี่,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,28.0,ไทยก้าวหน้า,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,29.0,ไทยภักดี,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,30.0,แรงงานสร้างชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,31.0,ประชากรไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,32.0,ครูไทยเพื่อประชาชน,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,33.0,ประชาชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,34.0,สร้างอนาคตไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,37.0,พรรครวมไทยสร้างชาติ,44763.0,44763,สี่หมื่นสี่พันเจ็ดร้อยหกสิบสาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,10.0,พรรคภูมิใจไทย,14338.0,14338,หนึ่งหมื่นสี่พันสามร้อยสามสิบแปด,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,29.0,พรรคก้าวไกล,33333.0,33333,สามหมื่นสามพันสามร้อยสามสิบสาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,21.0,พรรคเพื่อไทย,29333.0,29333,สองหมื่นเก้าพันสามร้อยสามสิบสาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,1.0,พรรคพลังประชารัฐ,1333.0,1333,หนึ่งพันสามร้อยสามสิบสาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,2.0,พรรคประชาธิปัตย์,1333.0,1333,หนึ่งพันสามร้อยสามสิบสาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,3.0,พรรค,,,,missing
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,35.0,รักชาติ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,36.0,ไทยพร้อม,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,37.0,ภูมิใจไทย,15.0,15,สิบห้า,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,38.0,พลังธรรมใหม่,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,39.0,กรีน,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,40.0,ไทยธรรม,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,41.0,แผ่นดินธรรม,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,42.0,กล้าธรรม,15.0,15,สิบห้า,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,43.0,พลังประชารัฐ,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,44.0,โอกาสใหม่,5.0,5,ห้า,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,45.0,เป็นธรรม,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,46.0,ประชาชน,84.0,84,แปดสิบสี่,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,47.0,ประชาไทย,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,48.0,ไทยสร้างไทย,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,49.0,ไทยก้าวใหม่,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,50.0,ประชาอาสาชาติ,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,51.0,พร้อม,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,52.0,เครือข่ายชาวนาแห่งประเทศไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,53.0,ไทยพิทักษ์ธรรม,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,54.0,ความหวังใหม่,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,55.0,ไทยรวมไทย,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,56.0,เพื่อบ้านเมือง,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 20/ส.ส.5 ทับ 18 บช. หน่วย 20.pdf,20,16.0,ตำบลแม่นาวาง,อำเภอแม่อาย,287.0,19.0,12.0,57.0,พลังไทยรักชาติ,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 19/ส.ส.5 ทับ 18 บช. หน่วย 19.pdf,73,15.0,ตำบลแม่นาวาง,อำเภอแม่อาย,255.0,22.0,7.0,1.0,ไทยภักดี,0.0,0,ศูนย์,numeric_only
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 19/ส.ส.5 ทับ 18 บช. หน่วย 19.pdf,73,15.0,ตำบลแม่นาวาง,อำเภอแม่อาย,255.0,22.0,7.0,2.0,เพื่อชาติไทย,3.0,3,สาม,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 19/ส.ส.5 ทับ 18 บช. หน่วย 19.pdf,73,15.0,ตำบลแม่นาวาง,อำเภอแม่อาย,255.0,22.0,7.0,3.0,ใหม่,1.0,1,หนึ่ง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 19/ส.ส.5 ทับ 18 บช. หน่วย 19.pdf,73,15.0,ตำบลแม่นาวาง,อำเภอแม่อาย,255.0,22.0,7.0,4.0,มิติใหม่,2.0,2,สอง,numeric_text_agree
อำเภอแม่อาย/ตำบลแม่นาวาง/หน่วยเลือกตั้งที่ 19/ส.ส.5 ทับ 18 บช. หน่วย 19.pdf,73,15.0,ตำบลแม่นาวาง,อำเภอแม่อาย,255.0,22.0,7.0,5.0,รวมใจไทย,12.0,12,สิบสอง,numeric_text_agree
